index,identifier,smiles,csd_spacegroup,wyckoff_spg,wyckoff_aflow
4,ABINOO,CC1(C)OC(=O)C=CC2(C)C3CCC4(C)C(OC(=O)C4C3=CC(=O)C3OC123)C1=COC=C1,"(19, 1)",A25B26C7_oP232_19_25a_26a_7a:C-H-O,A25B26C7_oP232_19_25a_26a_7a:C-H-O
5,ABINOR,OC1COC(O)C(O)C1O,"(14, 1)",AB2C_mP80_14_5e_10e_5e:C-H-O,AB2C_mP80_14_5e_10e_5e:C-H-O
6,ABINOR01,OC1COC(O)C(O)C1O,"(14, 1)",AB2C_mP80_14_5e_10e_5e:C-H-O,AB2C_mP80_14_5e_10e_5e:C-H-O
7,ABINOR02,OC1COC(O)C(O)C1O,"(14, 1)",AB_mP40_14_5e_5e:C-O,AB_mP40_14_5e_5e:C-H-O
8,ABINOR03,OC1COC(O)C(O)C1O,"(14, 1)",AB_mP40_14_5e_5e:C-O,AB_mP40_14_5e_5e:C-H-O
9,ABINOR04,OC1COC(O)C(O)C1O,"(14, 1)",AB2C_mP80_14_5e_10e_5e:C-H-O,AB2C_mP80_14_5e_10e_5e:C-H-O
10,ABINOS01,OC1COC(O)C(O)C1O,"(19, 1)",AB2C_oP80_19_5a_10a_5a:C-H-O,AB2C_oP80_19_5a_10a_5a:C-H-O
11,ABINOS02,OC1COC(O)C(O)C1O,"(19, 1)",AB2C_oP80_19_5a_10a_5a:C-H-O,AB2C_oP80_19_5a_10a_5a:C-H-O
12,ABINUU,COC(=O)C1(O)C(=O)C2(C)C(CCC1(C)C(=O)C1=COC=C1)C1(C)OC(=O)CC31C2CC(=O)OC3(C)C,"(19, 1)",A27B32C10_oP276_19_27a_32a_10a:C-H-O,A27B32C10_oP276_19_27a_32a_10a:C-H-O
13,ABINUV,Cc1cc(cc(c1P=C(c1cccc(n1)C(=Pc1c(C)cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C,"(5, 1)",A45B67CD2_mC230_5_a22c_a33c_a_c:C-H-N-P,A45B67CD2_mC230_5_a22c_a33c_a_c:C-H-N-P
14,ABINUY,CC(C)(C)NC(=O)C1[NH2+]CC(C1)c1ccc(Cl)cc1.[Cl-],"(14, 1)",A15B2C22D2E_mP168_14_15e_2e_22e_2e_e:C-Cl-H-N-O,A15B2C22D2E_mP168_14_15e_2e_22e_2e_e:C-Cl-H-N-O
15,ABIPAD,Cc1cc(cc(c1P1P(P(P1c1c(C)cc(cc1C(C)(C)C)C(C)(C)C)c1c(C)cc(cc1C(C)(C)C)C(C)(C)C)c1c(C)cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C,"(82, 1)",A15B23C_tI312_82_15g_23g_g:C-H-P,A15B23C_tI312_82_15g_23g_g:C-H-P
16,ABIPAG,FC1C[NH2+]C(C1)C(=O)NCc1ccc(Br)cc1.[Cl-],"(4, 1)",AB12CDE15F2G_mP66_4_a_12a_a_a_15a_2a_a:Br-C-Cl-F-H-N-O,AB12CDE15F2G_mP66_4_a_12a_a_a_15a_2a_a:Br-C-Cl-F-H-N-O
17,ABIPEG,CC(=O)OCC1OC(C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)C1=NC(=NS1)C1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,"(19, 1)",A30B38C2D18E_oP356_19_30a_38a_2a_18a_a:C-H-N-O-S,A30B38C2D18E_oP356_19_30a_38a_2a_18a_a:C-H-N-O-S
18,ABIPEH,OC1C2COC1C(O)C(O2)Oc1ccccc1,"(4, 1)",A12B14C5_mP62_4_12a_14a_5a:C-H-O,A12B14C5_mP62_4_12a_14a_5a:C-H-O
19,ABIPEK,CC12CCCC1C1CCC3CCCCC3(C)C1CC2.CC12CCCC1C1CCC3CCCCC3(C)C1CC2.CC12CCCC1C1CCC3CCCCC3(C)C1CC2.CC12CCCC1C1CCC3CCCCC3(C)C1CC2,"(4, 1)",A19B32_mP408_4_76a_128a:C-H,A19B32_mP408_4_76a_128a:C-H
20,ABIPEK01,CC12CCCC1C1CCC3CCCCC3(C)C1CC2.CC12CCCC1C1CCC3CCCCC3(C)C1CC2.CC12CCCC1C1CCC3CCCCC3(C)C1CC2,"(19, 1)",A19B32_oP612_19_57a_96a:C-H,A19B32_oP612_19_57a_96a:C-H
21,ABIPIL,OCC1OC(Sc2ccccc2CO)C(O)C(O)C1O,"(19, 1)",A13B18C6D_oP152_19_13a_18a_6a_a:C-H-O-S,A13B18C6D_oP152_19_13a_18a_6a_a:C-H-O-S
22,ABIPIM,CCC1(C)C=C2CCC3C(C)(C)C(CCC3(C)C2C(Br)C1=O)OC(C)=O,"(4, 1)",AB22C15D3_mP82_4_a_22a_15a_3a:Br-C-H-O,AB22C15D3_mP82_4_a_22a_15a_3a:Br-C-H-O
23,ABIPIN,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1.NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,"(4, 1)",A15B15CD2E_mP136_4_30a_30a_2a_4a_2a:C-H-N-O-S,A15B15CD2E_mP136_4_30a_30a_2a_4a_2a:C-H-N-O-S
24,ABIPOQ,CC(=O)N1CC(=O)OCC1c1ccccc1.CC(=O)N1CC(=O)OCC1c1ccccc1,"(19, 1)",A12B13CD3_oP232_19_24a_26a_2a_6a:C-H-N-O,A12B13CD3_oP232_19_24a_26a_2a_6a:C-H-N-O
25,ABIPUA,Cc1ccc(cc1)S(=O)(=O)N1N=C(C)C(=N1)C(=O)c1ccc(Cl)cc1,"(2, 1)",A17BC14D3E3F_aP78_2_17i_i_14i_3i_3i_i:C-Cl-H-N-O-S,A17BC14D3E3F_aP78_2_17i_i_14i_3i_3i_i:C-Cl-H-N-O-S
26,ABIPUZ,CC(C)(C)OC(=O)CS(=O)c1ccc(Br)cc1.CC(C)(C)OC(=O)CS(=O)c1ccc(Br)cc1.CC(C)(C)OC(=O)CS(=O)c1ccc(Br)cc1.CC(C)(C)OC(=O)CS(=O)c1ccc(Br)cc1,"(4, 1)",AB12C15D3E_mP256_4_4a_48a_60a_12a_4a:Br-C-H-O-S,AB12C15D3E_mP256_4_4a_48a_60a_12a_4a:Br-C-H-O-S
27,ABIQEK,C1CCC2N=Cc3cc4C=NC5CCCCC5N=Cc5cc6C=NC7CCCCC7N=Cc7cc(C=NC2C1)cc(C=NC1CCCCC1N=Cc1cc(C=NC2CCCCC2N=Cc(c3)c4)cc(C=NC2CCCCC2N=Cc(c6)c5)c1)c7.C1CCC2N=Cc3cc4C=NC5CCCCC5N=Cc5cc6C=NC7CCCCC7N=Cc7cc(C=NC2C1)cc(c7)C#Cc1cc2C=NC7CCCCC7N=Cc7cc(C=NC8CCCCC8N=Cc8cc(C=NC9CCCCC9N=Cc(c2)c1)cc(c8)C#Cc(c6)c5)cc(c7)C#Cc(c3)c4,"(182, 1)",A39B43C6_hP1056_182_39i_43i_6i:C-H-N,A39B43C6_hP1056_182_39i_43i_6i:C-H-N
28,ABIQEL,ClC(Cl)Cl.ClC(Cl)Cl.CCCCCC(CCCCC)N1C(=O)c2ccc3c4ccc5C(=O)N(C(CCCCC)CCCCC)C(=O)c6c7cc(c8cc(C#CC#Cc9cc%10c%11cc(C#CC#C7)c7C(=O)N(C(CCCCC)CCCCC)C(=O)c%12ccc(c%13ccc%14C(=O)N(C(CCCCC)CCCCC)C(=O)c9c%14c%10%13)c%11c7%12)c(C1=O)c2c38)c4c56,"(61, 1)",A102B6C101D4E8_oP1768_61_102c_6c_101c_4c_8c:C-Cl-H-N-O,A102B6C101D4E8_oP1768_61_102c_6c_101c_4c_8c:C-Cl-H-N-O
29,ABIQOU,[Br-].OC1C[NH+]2CCC1CC2,"(76, 1)",AB7C14DE_tP96_76_a_7a_14a_a_a:Br-C-H-N-O,AB7C14DE_tP96_76_a_7a_14a_a_a:Br-C-H-N-O
30,ABIRAH,OC1C[NH+]2CCC1CC2.[I-],"(76, 1)",A7B14CDE_tP96_76_7a_14a_a_a_a:C-H-I-N-O,A7B14CDE_tP96_76_7a_14a_a_a_a:C-H-I-N-O
31,ABIRAH02,OC1C[NH+]2CCC1CC2.OC1C[NH+]2CCC1CC2.OC1C[NH+]2CCC1CC2.OC1C[NH+]2CCC1CC2.[I-].[I-].[I-].[I-],"(4, 1)",A7B14CDE_mP192_4_28a_56a_4a_4a_4a:C-H-I-N-O,A7B14CDE_mP192_4_28a_56a_4a_4a_4a:C-H-I-N-O
32,ABIREM,CN1N=C2C=C(C=CC2=C1C)N(C)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1,"(2, 1)",A21B23C7D2E_aP108_2_21i_23i_7i_2i_i:C-H-N-O-S,A21B23C7D2E_aP108_2_21i_23i_7i_2i_i:C-H-N-O-S
33,ABIRIP,CC1=CN(C2SC(CO)C(C)(CO)C2F)C(=O)NC1=O.CC1=CN(C2SC(CO)C(C)(CO)C2F)C(=O)NC1=O.CC1=CN(C2SC(CO)C(C)(CO)C2F)C(=O)NC1=O.CC1=CN(C2SC(CO)C(C)(CO)C2F)C(=O)NC1=O.CO,"(4, 1)",A49B4C72D8E17F4_mP308_4_49a_4a_72a_8a_17a_4a:C-F-H-N-O-S,A49B4C72D8E17F4_mP308_4_49a_4a_72a_8a_17a_4a:C.-F-H-N-O.-S
34,ABIRIQ,CN1N=C2C=C(C=CC2=C1C)N(C)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1.CN1N=C2C=C(C=CC2=C1C)N(C)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1.C1CCOC1.C1CCOC1,"(2, 1)",A25B31C7D3E_aP268_2_50i_62i_14i_6i_2i:C-H-N-O-S,A25B31C7D3E_aP268_2_50i_62i_14i_6i_2i:C-H-N-O-S
35,ABIROV,CN(C)c1ccc(cc1)c1cccc2cccc(C)c12.CN(C)c1ccc(cc1)c1cccc2cccc(C)c12,"(14, 1)",A19B19C_mP312_14_38e_38e_2e:C-H-N,A19B19C_mP312_14_38e_38e_2e:C-H-N
36,ABIROW,CN1N=C2C=C(C=CC2=C1C)N(C)c1cc[nH+]c(Nc2ccc(C)c(c2)S(N)(=O)=O)n1.Oc1cccc(C(=O)[O-])c1O,"(2, 1)",A28B29C7D6E_aP142_2_28i_29i_7i_6i_i:C-H-N-O-S,A28B29C7D6E_aP142_2_28i_29i_7i_6i_i:C-H-N-O-S
37,ABIRUB,COC(=O)c1ccc(cc1)c1cccc2cccc(C)c12,"(15, 1)",A19B16C2_mC296_15_19f_16f_2f:C-H-O,A19B16C2_mC296_15_19f_16f_2f:C-H-O
38,ABIRUC,CN1N=C2C=C(C=CC2=C1C)N(C)c1cc[nH+]c(Nc2ccc(C)c(c2)S(N)(=O)=O)n1.Oc1ccc(cc1)C(=O)[O-].O,"(14, 1)",A28B31C7D6E_mP292_14_28e_31e_7e_6e_e:C-H-N-O-S,A28B31C7D6E_mP292_14_28e_31e_7e_6e_e:C-H-N-O-S
39,ABIRUZ,O1c2ccccc2N2c3ccccc3Oc3cccc1c23,"(33, 1)",A18B11CD2_oP128_33_18a_11a_a_2a:C-H-N-O,A18B11CD2_oP128_33_18a_11a_a_2a:C-H-N-O
40,ABISAG,S1c2ccccc2N2c3ccccc3Sc3cccc1c23.S1c2ccccc2N2c3ccccc3Sc3cccc1c23,"(19, 1)",A18B11CD2_oP256_19_36a_22a_2a_4a:C-H-N-S,A18B11CD2_oP256_19_36a_22a_2a_4a:C-H-N-S
41,ABISAJ,Oc1ccccc1C(=O)[O-].CN1N=C2C=C(C=CC2=C1C)N(C)c1cc[nH+]c(Nc2ccc(C)c(c2)S(N)(=O)=O)n1.CO,"(15, 1)",A29B33C7D6E_mC608_15_29f_33f_7f_6f_f:C-H-N-O-S,A29B33C7D6E_mC608_15_29f_33f_7f_6f_f:C-H-N-O-S
42,ABISEJ,CN(C)C12CC(=O)C3(CCCCC13)C=C2C(C)=C,"(14, 1)",A16B23CD_mP164_14_16e_23e_e_e:C-H-N-O,A16B23CD_mP164_14_16e_23e_e_e:C-H-N-O
43,ABISEN,CN1N=C2C=C(C=CC2=C1C)N(C)c1cc[nH+]c(Nc2ccc(C)c(c2)S(N)(=O)=O)n1.Oc1ccc(O)c(c1)C(=O)[O-].O.O.O.O,"(2, 1)",A28B37C7D10E_aP166_2_28i_37i_7i_10i_i:C-H-N-O-S,A28B37C7D10E_aP166_2_28i_37i_7i_10i_i:C-H-N-O-S
44,ABISIN,CN(C)C12CC(=O)C3(CCCCC13)C(=C2C#Cc1ccccc1)c1ccccc1.CN(C)C12CC(=O)C3(CCCCC13)C(=C2C#Cc1ccccc1)c1ccccc1,"(2, 1)",A27B27CD_aP224_2_54i_54i_2i_2i:C-H-N-O,A27B27CD_aP224_2_54i_54i_2i_2i:C-H-N-O
45,ABISIR,CN1N=C2C=C(C=CC2=C1C)N(C)c1cc[nH+]c(Nc2ccc(C)c(c2)S(N)(=O)=O)n1.Oc1cccc(O)c1C(=O)[O-],"(14, 1)",A28B29C7D6E_mP284_14_28e_29e_7e_6e_e:C-H-N-O-S,A28B29C7D6E_mP284_14_28e_29e_7e_6e_e:C-H-N-O-S
46,ABISOX,CN1N=C2C=C(C=CC2=C1C)N(C)c1cc[nH+]c(Nc2ccc(C)c(c2)S(N)(=O)=O)n1.Oc1ccc(C=CC(=O)[O-])cc1O.CC#N,"(14, 1)",A32B34C8D6E_mP324_14_32e_34e_8e_6e_e:C-H-N-O-S,A32B34C8D6E_mP324_14_32e_34e_8e_6e_e:C-H-N-O-S
47,ABISUD,CN1N=C2C=C(C=CC2=C1C)N(C)c1cc[nH+]c(Nc2ccc(C)c(c2)S(N)(=O)=O)n1.Oc1ccc(c(O)c1)C(=O)[O-].CCO,"(61, 1)",A30B35C7D7E_oP640_61_30c_35c_7c_7c_c:C-H-N-O-S,A30B35C7D7E_oP640_61_30c_35c_7c_7c_c:C-H-N-O-S
48,ABITAG,Cc1ccc(OP(=O)(NP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,"(2, 1)",A28B29CD6E2_aP132_2_28i_29i_i_6i_2i:C-H-N-O-P,A28B29CD6E2_aP132_2_28i_29i_i_6i_2i:C-H-N-O-P
49,ABITIO,Cc1cc(C)cc(OP(=O)(NP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,"(2, 1)",A32B40CD6E2_aP162_2_32i_40i_i_6i_2i:C-H-N-O-P,A32B40CD6E2_aP162_2_32i_40i_i_6i_2i:C-H-N-O-P
50,ABITIS,CCOC(=O)c1c(O)c2SC(=Cc2cc1c1ccccc1)C,"(2, 1)",A18B16C3D_aP76_2_18i_16i_3i_i:C-H-O-S,A18B16C3D_aP76_2_18i_16i_3i_i:C-H-O-S
51,ABITOX,CCOC(=O)C(C1C(CN(CC2CCCCC2)C1=O)C(ON1N=Nc2ccccc12)c1cccc(c1)N(=O)=O)C(=O)OCC,"(2, 1)",A31B37C5D8_aP162_2_31i_37i_5i_8i:C-H-N-O,A31B37C5D8_aP162_2_31i_37i_5i_8i:C-H-N-O
52,ABITOY,CC1=Cc2cc(c3ccccc3)c(c(O)c2O1)C(=O)c1ccccc1,"(2, 1)",A22B16C3_aP82_2_22i_16i_3i:C-H-O,A22B16C3_aP82_2_22i_16i_3i:C-H-O
53,ABITUD,CCC1=C(C)C2=Cc3ccccc3B(O)N2C1=O,"(2, 1)",AB14C14DE2_aP64_2_i_14i_14i_i_2i:B-C-H-N-O,AB14C14DE2_aP64_2_i_14i_14i_i_2i:B-C-H-N-O
54,ABITUE,Oc1c2OC(=Cc2cc(c2ccccc2)c1C(=O)c1ccccc1)Br,"(2, 1)",AB21C13D3_aP76_2_i_21i_13i_3i:Br-C-H-O,AB21C13D3_aP76_2_i_21i_13i_3i:Br-C-H-O
55,ABIVAL,CCC1=C(C)C2=Cc3c(OC)cc(OC)cc3C(=O)N2C1=O,"(56, 1)",A17B17CD4_oP312_56_17e_17e_e_4e:C-H-N-O,A17B17CD4_oP312_56_17e_17e_e_4e:C-H-N-O
56,ABIVEP,COC12OC3CCCC4CC=C(C=CC1O)C2C34,"(2, 1)",A15B20C3_aP76_2_15i_20i_3i:C-H-O,A15B20C3_aP76_2_15i_20i_3i:C-H-O
57,ABIVEQ,COC(=O)CCc1c2OC=Cc2c(O)cc1c1ccc(OC)cc1,"(2, 1)",A19B18C5_aP84_2_19i_18i_5i:C-H-O,A19B18C5_aP84_2_19i_18i_5i:C-H-O
58,ABIVIQ,CC12CC(C)(OC1=O)C(=O)O2,"(15, 1)",A7B8C4_mC76_15_e3f_4f_2f:C-H-O,A7B8C4_mC76_15_e3f_4f_2f:C-H-O
59,ABIVIR,COc1ccc(COC2=NN=NN2c2ccccc2)cc1,"(14, 1)",A15B14C4D2_mP140_14_15e_14e_4e_2e:C-H-N-O,A15B14C4D2_mP140_14_15e_14e_4e_2e:C-H-N-O
60,ABIVIU,CCOC(=O)c1c(O)c2SC=Cc2c(c1c1ccccc1)N(=O)=O,"(2, 1)",A17B13CD5E_aP74_2_17i_13i_i_5i_i:C-H-N-O-S,A17B13CD5E_aP74_2_17i_13i_i_5i_i:C-H-N-O-S
61,ABIVOA,ClCCl.Cc1cc(C)c(c(C)c1)c1c2ccc(cc2cc2cc(ccc12)B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,"(19, 1)",AB18CD22E2_oP352_19_2a_36a_2a_44a_4a:B-C-Cl-H-O,AB18CD22E2_oP352_19_2a_36a_2a_44a_4a:B-C-Cl-H-O
62,ABIVOZ,CC(=O)OC12OC3CCCC4CC=C(C=CC1=O)C2C34,"(14, 1)",A8B9C2_mP152_14_16e_18e_4e:C-H-O,A8B9C2_mP152_14_16e_18e_4e:C-H-O
63,ABIVUD,N1N=C(NN=C1c1cnccn1)c1cnccn1,"(29, 1)",A5B4C4_oP104_29_10a_8a_8a:C-H-N,A5B4C4_oP104_29_10a_8a_8a:C-H-N
64,ABIWAJ,Fc1ccc(cc1)C=C1[Se]C(=CC1(c1ccccc1)c1ccccc1)c1ccc(F)cc1,"(14, 1)",A29B2C20D_mP208_14_29e_2e_20e_e:C-F-H-Se,A29B2C20D_mP208_14_29e_2e_20e_e:C-F-H-Se
65,ABIWAM,Cc1ccc(cc1)S(=O)(=O)N1c2ccc(C)cc2c2c(N)cc3ccccc3c12,"(14, 1)",A24B20C2D2E_mP196_14_24e_20e_2e_2e_e:C-H-N-O-S,A24B20C2D2E_mP196_14_24e_20e_2e_2e_e:C-H-N-O-S
66,ABIWEQ,COc1cc2cc(N)c3c4ccccc4N(c3c2cc1OC)S(=O)(=O)c1ccc(C)cc1,"(88, 2)",A25B22C2D4E_tI864_88_25f_22f_2f_4f_f:C-H-N-O-S,A25B22C2D4E_tI864_88_25f_22f_2f_4f_f:C-H-N-O-S
67,ABIWIT,COC(OC)C(C(O)=O)c1ccccc1Oc1cc(OC)ncn1,"(2, 1)",A8B9CD3_aP84_2_16i_18i_2i_6i:C-H-N-O,A8B9CD3_aP84_2_16i_18i_2i_6i:C-H-N-O
68,ABIWIU,Cc1ccc(cc1)S(=O)(=O)N1c2ccc(F)cc2c2ccc3ccccc3c12,"(14, 1)",A23BC16DE2F_mP176_14_23e_e_16e_e_2e_e:C-F-H-N-O-S,A23BC16DE2F_mP176_14_23e_e_16e_e_2e_e:C-F-H-N-O-S
69,ABIWOA,COC(=O)C12CCC3C(COC3=O)C1(O)C(O)CC2C,"(19, 1)",A7B10C3_oP160_19_14a_20a_6a:C-H-O,A7B10C3_oP160_19_14a_20a_6a:C-H-O
70,ABIWUG,CCOC(=O)C1(Cl)C(O)CC2(C(C)CC=C2C1(C)C)C(=O)OC,"(19, 1)",A17BC25D5_oP192_19_17a_a_25a_5a:C-Cl-H-O,A17BC25D5_oP192_19_17a_a_25a_5a:C-Cl-H-O
71,ABIXAK,CC1CC2C(C3CC=CCC1(CO)C3O)C2(C)C.CC1CC2C(C3CC=CCC1(CO)C3O)C2(C)C,"(4, 1)",A8B13C_mP176_4_32a_52a_4a:C-H-O,A8B13C_mP176_4_32a_52a_4a:C-H-O
72,ABIXAN,CCOC(=O)C1(Cl)C2CC3(C(C)CC=C3C1(C)CO2)C(=O)OC,"(4, 1)",A17BC23D5_mP92_4_17a_a_23a_5a:C-Cl-H-O,A17BC23D5_mP92_4_17a_a_23a_5a:C-Cl-H-O
73,ABIXEO,COC(=O)C1C(C)CC2C(CC31OCCO3)C2(C)C,"(19, 1)",A15B24C4_oP172_19_15a_24a_4a:C-H-O,A15B24C4_oP172_19_15a_24a_4a:C-H-O
74,ABIXER,COC(=O)C1(CCC2C(=O)OCC2(C)C1=O)C(C)CCI,"(19, 1)",A15B21CD5_oP168_19_15a_21a_a_5a:C-H-I-O,A15B21CD5_oP168_19_15a_21a_a_5a:C-H-I-O
75,ABIXIS,COC(=O)C1CC(C=O)C2(C1)C(C)CC1C(CC2=O)C1(C)C,"(19, 1)",A9B13C2_oP192_19_18a_26a_4a:C-H-O,A9B13C2_oP192_19_18a_26a_4a:C-H-O
76,ABIXIV,CCOC(=O)C1(Cl)C2CC3(C(C)CC=C3C1(C)C(O2)OC(C)=O)C(=O)OC,"(19, 1)",A19BC25D7_oP208_19_19a_a_25a_7a:C-Cl-H-O,A19BC25D7_oP208_19_19a_a_25a_7a:C-Cl-H-O
77,ABIXOB,COC(=O)C12C=CC3C(=O)OCC3(C)C1=CCC2C,"(19, 1)",A15B18C4_oP148_19_15a_18a_4a:C-H-O,A15B18C4_oP148_19_15a_18a_4a:C-H-O
78,ABIXOY,CC1CC2C(C3CC(OC(=O)c4ccc(Br)cc4)C(OC(=O)c4ccc(Br)cc4)C4CC(CC14C3=O)C1OCCO1)C2(C)C,"(19, 1)",A2B35C38D7_oP328_19_2a_35a_38a_7a:Br-C-H-O,A2B35C38D7_oP328_19_2a_35a_38a_7a:Br-C-H-O
79,ABIXUE,O=Cl1(=O)O[Na]234(O1)O1CCO2CCO3CCN(CCO4CC1)c1c2ccccc2c(C#N)c2ccccc12,"(14, 1)",A25BC28D2EF8_mP260_14_25e_e_28e_2e_e_8e:C-Cl-H-N-Na-O,A25BC28D2EF8_mP260_14_25e_e_28e_2e_e_8e:C-Cl-H-N-Na-O
80,ABIXUH,COC(=O)C12CCC3=C(COC3=O)C1=CCC2C,"(4, 1)",A7B8C2_mP68_4_14a_16a_4a:C-H-O,A7B8C2_mP68_4_14a_16a_4a:C-H-O
81,ABIYAL,O=Cl1(=O)O[K]2345(O1)O1CCO2CCO3CCN(CCO4CCO5CC1)c1c2ccccc2c(C#N)c2ccccc12,"(2, 1)",A27BC32DE2F9_aP144_2_27i_i_32i_i_2i_9i:C-Cl-H-K-N-O,A27BC32DE2F9_aP144_2_27i_i_32i_i_2i_9i:C-Cl-H-K-N-O
82,ABIYAO,CC1CCC23OC(=O)C4OC(CC124)C1C(=O)OCC31C,"(4, 1)",A15B18C5_mP76_4_15a_18a_5a:C-H-O,A15B18C5_mP76_4_15a_18a_5a:C-H-O
83,ABIYES,COC(=O)C12CCC3=C(COC3=O)C1(O)CCC2C,"(4, 1)",A14B18C5_mP74_4_14a_18a_5a:C-H-O,A14B18C5_mP74_4_14a_18a_5a:C-H-O
84,ABIYIT,COC(=O)C(CC1=CNC=N1)NC(=O)c1cccc(n1)C(=O)NC(CC1=CNC=N1)C(=O)OC.O,"(20, 1)",A21B25C7D7_oC240_20_a10c_a12c_a3c_b3c:C-H-N-O,A21B25C7D7_oC240_20_a10c_a12c_a3c_b3c:C-H-N-O
85,ABIYIT01,COC(=O)C(CC1=CNC=N1)NC(=O)c1cccc(n1)C(=O)NC(CC1=CNC=N1)C(=O)OC.O,"(20, 1)",A21B25C7D7_oC240_20_a10c_a12c_a3c_b3c:C-H-N-O,A21B25C7D7_oC240_20_a10c_a12c_a3c_b3c:C-H-N-O
86,ABIYIW,CC1CCC23OC(=O)C(O)C12CCC1=C3COC1=O,"(19, 1)",A14B16C5_oP140_19_14a_16a_5a:C-H-O,A14B16C5_oP140_19_14a_16a_5a:C-H-O
87,ABIYOC,CC1=C2N(CC(=C(I)C2(c2ccccc2)c2ccccc2)I)c2ccccc12,"(14, 1)",A25B19C2D_mP188_14_25e_19e_2e_e:C-H-I-N,A25B19C2D_mP188_14_25e_19e_2e_e:C-H-I-N
88,ABIYOZ,COC(=O)C(CC1=CNC=N1)NC(=O)c1cccc(n1)C(=O)NC(CC1=CNC=N1)C(=O)OC.O,"(20, 1)",A21B25C7D7_oC240_20_a10c_a12c_a3c_b3c:C-H-N-O,A21B25C7D7_oC240_20_a10c_a12c_a3c_b3c:C-H-N-O
89,ABIYUF,COC(=O)C(CC1=CNC=N1)NC(=O)c1ccccn1,"(19, 1)",A13B14C4D3_oP136_19_13a_14a_4a_3a:C-H-N-O,A13B14C4D3_oP136_19_13a_14a_4a_3a:C-H-N-O
90,ABIYUI,CC1=C2N(CC(=C(I)C2(c2ccccc2)c2ccccc2)Br)c2ccccc12,"(14, 1)",AB25C19DE_mP188_14_e_25e_19e_e_e:Br-C-H-I-N,AB25C19DE_mP188_14_e_25e_19e_e_e:Br-C-H-I-N
91,ABIZAM,COC(=O)C(CC1=CNC=N1)NC(=O)c1ccccn1,"(19, 1)",A13B14C4D3_oP136_19_13a_14a_4a_3a:C-H-N-O,A13B14C4D3_oP136_19_13a_14a_4a_3a:C-H-N-O
92,ABIZAO,OC(=O)c1ccc(cc1)C1=C(NCc2ccc(Cl)c(Cl)c2)C=NC2=NC=NN12,"(14, 1)",A19B2C13D5E2_mP164_14_19e_2e_13e_5e_2e:C-Cl-H-N-O,A19B2C13D5E2_mP164_14_19e_2e_13e_5e_2e:C-Cl-H-N-O
93,ABIZAP,O=C1N2CC3=C(SC=C3)c3cccc(C1=O)c23.O=C1N2CC3=C(SC=C3)c3cccc(C1=O)c23,"(2, 1)",A13B7CD2E_aP96_2_26i_14i_2i_4i_2i:C-H-N-O-S,A13B7CD2E_aP96_2_26i_14i_2i_4i_2i:C-H-N-O-S
94,ABIZEQ,COc1ccc(NC(CS(=O)c2ccc(C)cc2)c2c(F)cccc2F)cc1.COc1ccc(NC(CS(=O)c2ccc(C)cc2)c2c(F)cccc2F)cc1,"(1, 1)",A22B2C21DE2F_aP98_1_44a_4a_42a_2a_4a_2a:C-F-H-N-O-S,A22B2C21DE2F_aP98_1_44a_4a_42a_2a_4a_2a:C-F-H-N-O-S
95,ABIZOD,CN(C)c1ccc(Br)c2N(CC3=C(Br)SC=C3)C(=O)C(=O)c12.CN(C)c1ccc(Br)c2N(CC3=C(Br)SC=C3)C(=O)C(=O)c12,"(14, 1)",A2B15C12D2E2F_mP272_14_4e_30e_24e_4e_4e_2e:Br-C-H-N-O-S,A2B15C12D2E2F_mP272_14_4e_30e_24e_4e_4e_2e:Br-C-H-N-O-S
96,ABIZUG,COCC1OC2OC3C4CNC(=O)c5cccc(n5)c5cccc(n5)C(=O)NCC5OC(OC6C(COC)OC(OC1C(OC)C2OC)C(OC)C6OC)C(OC)C(OC)C5OC1OC(COC)C(OC2OC(COC)C(OC(O4)C(OC)C3OC)C(OC)C2OC)C(OC)C1OC.CC#N.CC#N.CC#N,"(5, 1)",A138B192C13D60_mC806_5_2a68c_96c_a6c_30c:C-H-N-O,A138B192C13D60_mC806_5_2a68c_96c_a6c_30c:C-H-N.-O
97,ABIZUJ,C[Si](C)(C)OC1(C2CC(=O)Oc3ccccc23)c2ccccc2C=Cc2ccccc12,"(19, 1)",A27B26C3D_oP228_19_27a_26a_3a_a:C-H-O-Si,A27B26C3D_oP228_19_27a_26a_3a_a:C-H-O-Si
